id,description,time,distance,frc,currentspeed,freeflowspeed,currenttraveltime,freeflowtraveltime,confidence,roadclosure,latitude,longitude,precip_mm,vis_km,wind_kph,condition_text,delay_time,hour,date,distance_bin,time_slot,condition_text_vn,precip_mm_bin,wind_kph_bin,vis_km_bin,x_img,y_img
5694,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,900,FRC4,20,29,287,198,1,False,10.757824186413304,106.67502060044893,0.0,10.0,21.2,Partly cloudy,89,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),122.096,391.72800000000007
5695,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,800,FRC4,20,29,287,198,1,False,10.758126036834728,106.67584372840122,0.0,10.0,21.2,Partly cloudy,89,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),160.68,379.344
5696,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,700,FRC4,20,29,287,198,1,False,10.758483785091158,106.67667444278729,0.0,10.0,21.2,Partly cloudy,89,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),199.264,366.96
5697,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,600,FRC4,20,29,287,198,1,False,10.758740916389923,106.67733446243443,0.0,10.0,21.2,Partly cloudy,89,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),226.824,354.57599999999996
5698,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,500,FRC4,20,28,289,207,0.996775,False,10.759121023128003,106.67817276325134,0.0,10.0,21.2,Partly cloudy,82,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),270.91999999999996,338.064
5699,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,400,FRC4,20,28,289,207,0.996775,False,10.759445231432741,106.6790186505005,0.0,10.0,21.2,Partly cloudy,82,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),309.504,325.67999999999995
5700,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,300,FRC4,20,28,289,207,0.996775,False,10.759784345493584,106.67986453775157,0.0,10.0,21.2,Partly cloudy,82,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),348.088,309.168
5701,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,200,FRC4,20,28,289,207,0.996775,False,10.76013091221701,106.68072559786684,0.0,10.0,21.2,Partly cloudy,82,6,2025-07-31,Gần,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),392.18399999999997,292.656
5702,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,100,FRC4,20,29,287,198,1,False,10.760458845955434,106.6815638986815,0.0,10.0,21.2,Partly cloudy,89,6,2025-07-31,Gần,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),430.76800000000003,280.27200000000005
5703,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:25:00,0,FRC4,20,29,287,198,1,False,10.760883668675298,106.6826449653469,0.0,10.0,21.2,Partly cloudy,89,6,2025-07-31,,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),480.376,263.76
5704,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 06:55:00,500,FRC3,22,33,1141,760,1,False,10.765163027177051,106.68176325830919,0.0,10.0,21.2,Partly cloudy,381,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),436.28000000000003,78.0
5705,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 06:55:00,400,FRC3,22,33,1141,760,1,False,10.764283334954333,106.68210132878986,0.0,10.0,21.2,Partly cloudy,381,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),452.81600000000003,115.15199999999999
5706,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 06:55:00,300,FRC3,22,33,1141,760,1,False,10.763480856227291,106.68240386571111,0.0,10.0,21.2,Partly cloudy,381,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),469.35200000000003,152.30400000000003
5707,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 06:55:00,200,FRC3,22,33,1141,760,1,False,10.762642918836454,106.6827364596283,0.0,10.0,21.2,Partly cloudy,381,6,2025-07-31,Gần,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),485.88800000000003,185.328
5708,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 06:55:00,100,FRC3,22,33,1141,760,1,False,10.7619261906941,106.68302613820323,0.0,10.0,21.2,Partly cloudy,381,6,2025-07-31,Gần,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),496.91200000000003,218.352
5709,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 06:55:00,0,FRC3,22,33,1141,760,1,False,10.761156760056346,106.68331581677815,0.0,10.0,21.2,Partly cloudy,381,6,2025-07-31,,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),513.4480000000001,251.37600000000003
5710,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 06:55:00,700,FRC2,25,34,636,467,1,False,10.755556817425111,106.68578400873503,0.0,10.0,21.2,Partly cloudy,169,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),629.2,490.8
5711,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 06:55:00,600,FRC2,25,34,636,467,1,False,10.756358876280022,106.6853232069683,0.0,10.0,21.2,Partly cloudy,169,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),607.1519999999999,457.77600000000007
5712,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 06:55:00,500,FRC2,25,34,636,467,1,False,10.757138847709548,106.684944289696,0.0,10.0,21.2,Partly cloudy,169,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),590.616,424.752
5713,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 06:55:00,400,FRC2,25,34,636,467,1,False,10.757963133528543,106.68463303622572,0.0,10.0,21.2,Partly cloudy,169,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),574.08,387.6
5714,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 06:55:00,300,FRC2,25,34,636,467,1,False,10.758623446871004,106.68435335919212,0.0,10.0,21.2,Partly cloudy,169,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),563.056,358.704
5715,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 06:55:00,200,FRC6,19,26,893,652,1,False,10.759478749919925,106.68406917123804,0.0,10.0,21.2,Partly cloudy,241,6,2025-07-31,Gần,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),546.52,321.552
5716,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 06:55:00,100,FRC2,25,34,636,467,1,False,10.760311892549737,106.68371280856688,0.0,10.0,21.2,Partly cloudy,169,6,2025-07-31,Gần,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),529.984,284.4
5717,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 06:55:00,0,FRC2,25,34,636,467,1,False,10.761189348756318,106.68340155509297,0.0,10.0,21.2,Partly cloudy,169,6,2025-07-31,,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),518.96,247.24800000000002
5718,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,1000,FRC4,23,29,249,198,1,False,10.757533515349062,106.67414436746735,0.0,10.0,21.2,Partly cloudy,51,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),78.0,404.1120000000001
5719,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,900,FRC4,23,29,249,198,1,False,10.757824186413304,106.67502060044893,0.0,10.0,21.2,Partly cloudy,51,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),122.096,391.72800000000007
5720,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,800,FRC4,23,29,249,198,1,False,10.758126036834728,106.67584372840122,0.0,10.0,21.2,Partly cloudy,51,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),160.68,379.344
5721,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,700,FRC4,23,29,249,198,1,False,10.758483785091158,106.67667444278729,0.0,10.0,21.2,Partly cloudy,51,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),199.264,366.96
5722,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,600,FRC4,23,29,249,198,1,False,10.758740916389923,106.67733446243443,0.0,10.0,21.2,Partly cloudy,51,6,2025-07-31,Xa,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),226.824,354.57599999999996
5723,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,500,FRC4,21,28,276,207,1,False,10.759121023128003,106.67817276325134,0.0,10.0,21.2,Partly cloudy,69,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),270.91999999999996,338.064
5724,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,400,FRC4,21,28,276,207,1,False,10.759445231432741,106.6790186505005,0.0,10.0,21.2,Partly cloudy,69,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),309.504,325.67999999999995
5725,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,300,FRC4,21,28,276,207,1,False,10.759784345493584,106.67986453775157,0.0,10.0,21.2,Partly cloudy,69,6,2025-07-31,Trung bình,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),348.088,309.168
5726,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,200,FRC4,21,28,276,207,1,False,10.76013091221701,106.68072559786684,0.0,10.0,21.2,Partly cloudy,69,6,2025-07-31,Gần,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),392.18399999999997,292.656
5727,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,100,FRC4,23,29,249,198,1,False,10.760458845955434,106.6815638986815,0.0,10.0,21.2,Partly cloudy,51,6,2025-07-31,Gần,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),430.76800000000003,280.27200000000005
5728,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 06:55:00,0,FRC4,23,29,249,198,1,False,10.760883668675298,106.6826449653469,0.0,10.0,21.2,Partly cloudy,51,6,2025-07-31,,6:00 - 7:59,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),480.376,263.76
5729,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:21:00,500,FRC3,22,33,1141,760,1,False,10.765163027177051,106.68176325830919,0.02,10.0,20.9,Patchy rain nearby,381,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),436.28000000000003,78.0
5730,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:21:00,400,FRC3,22,33,1141,760,1,False,10.764283334954333,106.68210132878986,0.02,10.0,20.9,Patchy rain nearby,381,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),452.81600000000003,115.15199999999999
5731,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:21:00,300,FRC3,22,33,1141,760,1,False,10.763480856227291,106.68240386571111,0.02,10.0,20.9,Patchy rain nearby,381,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),469.35200000000003,152.30400000000003
5732,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:21:00,200,FRC3,22,33,1141,760,1,False,10.762642918836454,106.6827364596283,0.02,10.0,20.9,Patchy rain nearby,381,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),485.88800000000003,185.328
5733,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:21:00,100,FRC3,22,33,1141,760,1,False,10.7619261906941,106.68302613820323,0.02,10.0,20.9,Patchy rain nearby,381,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),496.91200000000003,218.352
5734,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:21:00,0,FRC3,22,33,1141,760,1,False,10.761156760056346,106.68331581677815,0.02,10.0,20.9,Patchy rain nearby,381,7,2025-07-31,,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),513.4480000000001,251.37600000000003
5735,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:21:00,700,FRC2,25,34,636,467,1,False,10.755556817425111,106.68578400873503,0.02,10.0,20.9,Patchy rain nearby,169,7,2025-07-31,Xa,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),629.2,490.8
5736,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:21:00,600,FRC2,25,34,636,467,1,False,10.756358876280022,106.6853232069683,0.02,10.0,20.9,Patchy rain nearby,169,7,2025-07-31,Xa,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),607.1519999999999,457.77600000000007
5737,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:21:00,500,FRC2,25,34,636,467,1,False,10.757138847709548,106.684944289696,0.02,10.0,20.9,Patchy rain nearby,169,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),590.616,424.752
5738,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:21:00,400,FRC2,25,34,636,467,1,False,10.757963133528543,106.68463303622572,0.02,10.0,20.9,Patchy rain nearby,169,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),574.08,387.6
5739,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:21:00,300,FRC2,25,34,636,467,1,False,10.758623446871004,106.68435335919212,0.02,10.0,20.9,Patchy rain nearby,169,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),563.056,358.704
5740,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:21:00,200,FRC6,18,26,943,652,1,False,10.759478749919925,106.68406917123804,0.02,10.0,20.9,Patchy rain nearby,291,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),546.52,321.552
5741,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:21:00,100,FRC2,25,34,636,467,1,False,10.760311892549737,106.68371280856688,0.02,10.0,20.9,Patchy rain nearby,169,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),529.984,284.4
5742,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:21:00,0,FRC2,25,34,636,467,1,False,10.761189348756318,106.68340155509297,0.02,10.0,20.9,Patchy rain nearby,169,7,2025-07-31,,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),518.96,247.24800000000002
5743,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,1000,FRC4,20,29,287,198,1,False,10.757533515349062,106.67414436746735,0.02,10.0,20.9,Patchy rain nearby,89,7,2025-07-31,Xa,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),78.0,404.1120000000001
5744,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,900,FRC4,20,29,287,198,1,False,10.757824186413304,106.67502060044893,0.02,10.0,20.9,Patchy rain nearby,89,7,2025-07-31,Xa,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),122.096,391.72800000000007
5745,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,800,FRC4,20,29,287,198,1,False,10.758126036834728,106.67584372840122,0.02,10.0,20.9,Patchy rain nearby,89,7,2025-07-31,Xa,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),160.68,379.344
5746,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,700,FRC4,20,29,287,198,1,False,10.758483785091158,106.67667444278729,0.02,10.0,20.9,Patchy rain nearby,89,7,2025-07-31,Xa,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),199.264,366.96
5747,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,600,FRC4,20,29,287,198,1,False,10.758740916389923,106.67733446243443,0.02,10.0,20.9,Patchy rain nearby,89,7,2025-07-31,Xa,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),226.824,354.57599999999996
5748,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,500,FRC4,22,28,263,207,1,False,10.759121023128003,106.67817276325134,0.02,10.0,20.9,Patchy rain nearby,56,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),270.91999999999996,338.064
5749,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,400,FRC4,22,28,263,207,1,False,10.759445231432741,106.6790186505005,0.02,10.0,20.9,Patchy rain nearby,56,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),309.504,325.67999999999995
5750,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,300,FRC4,21,28,276,207,1,False,10.759784345493584,106.67986453775157,0.02,10.0,20.9,Patchy rain nearby,69,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),348.088,309.168
5751,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,200,FRC4,21,28,276,207,1,False,10.76013091221701,106.68072559786684,0.02,10.0,20.9,Patchy rain nearby,69,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),392.18399999999997,292.656
5752,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,100,FRC4,21,28,273,205,1,False,10.760458845955434,106.6815638986815,0.02,10.0,20.9,Patchy rain nearby,68,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),430.76800000000003,280.27200000000005
5753,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-31 07:21:00,0,FRC4,21,28,273,205,1,False,10.760883668675298,106.6826449653469,0.02,10.0,20.9,Patchy rain nearby,68,7,2025-07-31,,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),480.376,263.76
5754,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:43:00,500,FRC3,20,33,1255,760,1,False,10.765163027177051,106.68176325830919,0.02,10.0,20.9,Patchy rain nearby,495,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),436.28000000000003,78.0
5755,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:43:00,400,FRC3,20,33,1255,760,1,False,10.764283334954333,106.68210132878986,0.02,10.0,20.9,Patchy rain nearby,495,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),452.81600000000003,115.15199999999999
5756,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:43:00,300,FRC3,20,33,1255,760,1,False,10.763480856227291,106.68240386571111,0.02,10.0,20.9,Patchy rain nearby,495,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),469.35200000000003,152.30400000000003
5757,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:43:00,200,FRC3,20,33,1255,760,1,False,10.762642918836454,106.6827364596283,0.02,10.0,20.9,Patchy rain nearby,495,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),485.88800000000003,185.328
5758,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:43:00,100,FRC3,20,33,1255,760,1,False,10.7619261906941,106.68302613820323,0.02,10.0,20.9,Patchy rain nearby,495,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),496.91200000000003,218.352
5759,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-31 07:43:00,0,FRC3,20,33,1255,760,1,False,10.761156760056346,106.68331581677815,0.02,10.0,20.9,Patchy rain nearby,495,7,2025-07-31,,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),513.4480000000001,251.37600000000003
5760,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:43:00,700,FRC2,26,34,611,467,1,False,10.755556817425111,106.68578400873503,0.02,10.0,20.9,Patchy rain nearby,144,7,2025-07-31,Xa,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),629.2,490.8
5761,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:43:00,600,FRC2,26,34,611,467,1,False,10.756358876280022,106.6853232069683,0.02,10.0,20.9,Patchy rain nearby,144,7,2025-07-31,Xa,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),607.1519999999999,457.77600000000007
5762,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:43:00,500,FRC2,26,34,611,467,1,False,10.757138847709548,106.684944289696,0.02,10.0,20.9,Patchy rain nearby,144,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),590.616,424.752
5763,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:43:00,400,FRC2,26,34,611,467,1,False,10.757963133528543,106.68463303622572,0.02,10.0,20.9,Patchy rain nearby,144,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),574.08,387.6
5764,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:43:00,300,FRC2,26,34,611,467,1,False,10.758623446871004,106.68435335919212,0.02,10.0,20.9,Patchy rain nearby,144,7,2025-07-31,Trung bình,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),563.056,358.704
5765,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:43:00,200,FRC6,20,26,848,652,1,False,10.759478749919925,106.68406917123804,0.02,10.0,20.9,Patchy rain nearby,196,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),546.52,321.552
5766,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:43:00,100,FRC2,26,34,611,467,1,False,10.760311892549737,106.68371280856688,0.02,10.0,20.9,Patchy rain nearby,144,7,2025-07-31,Gần,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),529.984,284.4
5767,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-31 07:43:00,0,FRC2,26,34,611,467,1,False,10.761189348756318,106.68340155509297,0.02,10.0,20.9,Patchy rain nearby,144,7,2025-07-31,,6:00 - 7:59,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),518.96,247.24800000000002
