id,description,time,distance,frc,currentspeed,freeflowspeed,currenttraveltime,freeflowtraveltime,confidence,roadclosure,latitude,longitude,precip_mm,vis_km,wind_kph,condition_text,delay_time,hour,date,distance_bin,time_slot,condition_text_vn,precip_mm_bin,wind_kph_bin,vis_km_bin,x_img,y_img
757,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,200,FRC3,20,33,1255,760,1,False,10.762642918836454,106.6827364596283,0.0,10.0,24.1,Partly Cloudy,495,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),485.88800000000003,185.328
758,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,100,FRC3,20,33,1255,760,1,False,10.7619261906941,106.68302613820323,0.0,10.0,24.1,Partly Cloudy,495,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),496.91200000000003,218.352
759,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 11:50:00,0,FRC3,20,33,1255,760,1,False,10.761156760056346,106.68331581677815,0.0,10.0,24.1,Partly Cloudy,495,11,2025-07-19,,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),513.4480000000001,251.37600000000003
760,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,700,FRC2,23,34,691,467,1,False,10.755556817425111,106.68578400873503,0.0,10.0,24.1,Partly Cloudy,224,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),629.2,490.8
761,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,600,FRC2,23,34,691,467,1,False,10.756358876280022,106.6853232069683,0.0,10.0,24.1,Partly Cloudy,224,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),607.1519999999999,457.77600000000007
762,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,500,FRC2,23,34,691,467,1,False,10.757138847709548,106.684944289696,0.0,10.0,24.1,Partly Cloudy,224,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),590.616,424.752
763,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,400,FRC2,23,34,691,467,1,False,10.757963133528543,106.68463303622572,0.0,10.0,24.1,Partly Cloudy,224,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),574.08,387.6
764,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,300,FRC2,23,34,691,467,1,False,10.758623446871004,106.68435335919212,0.0,10.0,24.1,Partly Cloudy,224,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),563.056,358.704
765,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,200,FRC6,17,26,998,652,1,False,10.759478749919925,106.68406917123804,0.0,10.0,24.1,Partly Cloudy,346,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),546.52,321.552
766,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,100,FRC2,23,34,691,467,1,False,10.760311892549737,106.68371280856688,0.0,10.0,24.1,Partly Cloudy,224,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),529.984,284.4
767,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 11:50:00,0,FRC2,23,34,691,467,1,False,10.761189348756318,106.68340155509297,0.0,10.0,24.1,Partly Cloudy,224,11,2025-07-19,,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),518.96,247.24800000000002
768,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,1000,FRC4,22,28,261,205,1,False,10.757533515349062,106.67414436746735,0.0,10.0,24.1,Partly Cloudy,56,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),78.0,404.1120000000001
769,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,900,FRC4,22,28,261,205,1,False,10.757824186413304,106.67502060044893,0.0,10.0,24.1,Partly Cloudy,56,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),122.096,391.72800000000007
770,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,800,FRC4,22,28,261,205,1,False,10.758126036834728,106.67584372840122,0.0,10.0,24.1,Partly Cloudy,56,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),160.68,379.344
771,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,700,FRC4,22,28,261,205,1,False,10.758483785091158,106.67667444278729,0.0,10.0,24.1,Partly Cloudy,56,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),199.264,366.96
772,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,600,FRC4,22,28,261,205,1,False,10.758740916389923,106.67733446243443,0.0,10.0,24.1,Partly Cloudy,56,11,2025-07-19,Xa,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),226.824,354.57599999999996
773,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,500,FRC4,22,27,263,214,0.993574,False,10.759121023128003,106.67817276325134,0.0,10.0,24.1,Partly Cloudy,49,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),270.91999999999996,338.064
774,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,400,FRC4,22,27,263,214,0.993574,False,10.759445231432741,106.6790186505005,0.0,10.0,24.1,Partly Cloudy,49,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),309.504,325.67999999999995
775,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,300,FRC4,22,27,263,214,0.993574,False,10.759784345493584,106.67986453775157,0.0,10.0,24.1,Partly Cloudy,49,11,2025-07-19,Trung bình,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),348.088,309.168
776,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,200,FRC4,22,27,263,214,0.993574,False,10.76013091221701,106.68072559786684,0.0,10.0,24.1,Partly Cloudy,49,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),392.18399999999997,292.656
777,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,100,FRC4,22,28,261,205,1,False,10.760458845955434,106.6815638986815,0.0,10.0,24.1,Partly Cloudy,56,11,2025-07-19,Gần,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),430.76800000000003,280.27200000000005
778,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 11:50:00,0,FRC4,22,28,261,205,1,False,10.760883668675298,106.6826449653469,0.0,10.0,24.1,Partly Cloudy,56,11,2025-07-19,,11:00 - 12:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),480.376,263.76
779,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,500,FRC3,22,33,1141,760,1,False,10.765163027177051,106.68176325830919,0.0,10.0,22.0,Partly cloudy,381,12,2025-07-19,Trung bình,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),436.28000000000003,78.0
780,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,400,FRC3,22,33,1141,760,1,False,10.764283334954333,106.68210132878986,0.0,10.0,22.0,Partly cloudy,381,12,2025-07-19,Trung bình,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),452.81600000000003,115.15199999999999
781,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,300,FRC3,22,33,1141,760,1,False,10.763480856227291,106.68240386571111,0.0,10.0,22.0,Partly cloudy,381,12,2025-07-19,Trung bình,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),469.35200000000003,152.30400000000003
782,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,200,FRC3,22,33,1141,760,1,False,10.762642918836454,106.6827364596283,0.0,10.0,22.0,Partly cloudy,381,12,2025-07-19,Gần,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),485.88800000000003,185.328
783,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,100,FRC3,22,33,1141,760,1,False,10.7619261906941,106.68302613820323,0.0,10.0,22.0,Partly cloudy,381,12,2025-07-19,Gần,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),496.91200000000003,218.352
784,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 12:37:00,0,FRC3,22,33,1141,760,1,False,10.761156760056346,106.68331581677815,0.0,10.0,22.0,Partly cloudy,381,12,2025-07-19,,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),513.4480000000001,251.37600000000003
785,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,700,FRC2,24,35,662,454,1,False,10.755556817425111,106.68578400873503,0.0,10.0,22.0,Partly cloudy,208,12,2025-07-19,Xa,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),629.2,490.8
786,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,600,FRC2,24,35,662,454,1,False,10.756358876280022,106.6853232069683,0.0,10.0,22.0,Partly cloudy,208,12,2025-07-19,Xa,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),607.1519999999999,457.77600000000007
787,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,500,FRC2,23,34,691,467,1,False,10.757138847709548,106.684944289696,0.0,10.0,22.0,Partly cloudy,224,12,2025-07-19,Trung bình,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),590.616,424.752
788,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,400,FRC2,23,34,691,467,1,False,10.757963133528543,106.68463303622572,0.0,10.0,22.0,Partly cloudy,224,12,2025-07-19,Trung bình,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),574.08,387.6
789,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,300,FRC2,23,34,691,467,1,False,10.758623446871004,106.68435335919212,0.0,10.0,22.0,Partly cloudy,224,12,2025-07-19,Trung bình,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),563.056,358.704
790,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,200,FRC6,19,26,893,652,1,False,10.759478749919925,106.68406917123804,0.0,10.0,22.0,Partly cloudy,241,12,2025-07-19,Gần,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),546.52,321.552
791,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,100,FRC2,23,34,691,467,1,False,10.760311892549737,106.68371280856688,0.0,10.0,22.0,Partly cloudy,224,12,2025-07-19,Gần,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),529.984,284.4
792,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 12:37:00,0,FRC2,23,34,691,467,1,False,10.761189348756318,106.68340155509297,0.0,10.0,22.0,Partly cloudy,224,12,2025-07-19,,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),518.96,247.24800000000002
793,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,1000,FRC4,22,29,261,198,1,False,10.757533515349062,106.67414436746735,0.0,10.0,22.0,Partly cloudy,63,12,2025-07-19,Xa,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),78.0,404.1120000000001
794,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,900,FRC4,22,29,261,198,1,False,10.757824186413304,106.67502060044893,0.0,10.0,22.0,Partly cloudy,63,12,2025-07-19,Xa,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),122.096,391.72800000000007
795,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,800,FRC4,22,29,261,198,1,False,10.758126036834728,106.67584372840122,0.0,10.0,22.0,Partly cloudy,63,12,2025-07-19,Xa,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),160.68,379.344
796,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,700,FRC4,22,29,261,198,1,False,10.758483785091158,106.67667444278729,0.0,10.0,22.0,Partly cloudy,63,12,2025-07-19,Xa,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),199.264,366.96
797,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,600,FRC4,22,29,261,198,1,False,10.758740916389923,106.67733446243443,0.0,10.0,22.0,Partly cloudy,63,12,2025-07-19,Xa,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),226.824,354.57599999999996
798,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,500,FRC4,21,27,276,214,1,False,10.759121023128003,106.67817276325134,0.0,10.0,22.0,Partly cloudy,62,12,2025-07-19,Trung bình,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),270.91999999999996,338.064
799,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,400,FRC4,21,27,276,214,1,False,10.759445231432741,106.6790186505005,0.0,10.0,22.0,Partly cloudy,62,12,2025-07-19,Trung bình,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),309.504,325.67999999999995
800,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,300,FRC4,21,27,276,214,1,False,10.759784345493584,106.67986453775157,0.0,10.0,22.0,Partly cloudy,62,12,2025-07-19,Trung bình,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),348.088,309.168
801,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,200,FRC4,21,27,276,214,1,False,10.76013091221701,106.68072559786684,0.0,10.0,22.0,Partly cloudy,62,12,2025-07-19,Gần,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),392.18399999999997,292.656
802,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,100,FRC4,22,29,261,198,1,False,10.760458845955434,106.6815638986815,0.0,10.0,22.0,Partly cloudy,63,12,2025-07-19,Gần,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),430.76800000000003,280.27200000000005
803,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 12:37:00,0,FRC4,22,29,261,198,1,False,10.760883668675298,106.6826449653469,0.0,10.0,22.0,Partly cloudy,63,12,2025-07-19,,16:00 - 17:00,Trời ít mây,Không mưa (0),Gió mạnh (> 20),Trung bình (6 - 10),480.376,263.76
829,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 16:13:00,500,FRC3,33,33,760,760,1,False,10.765163027177051,106.68176325830919,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Trung bình,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),436.28000000000003,78.0
830,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 16:13:00,400,FRC3,33,33,760,760,1,False,10.764283334954333,106.68210132878986,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Trung bình,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),452.81600000000003,115.15199999999999
831,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 16:13:00,300,FRC3,33,33,760,760,1,False,10.763480856227291,106.68240386571111,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Trung bình,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),469.35200000000003,152.30400000000003
832,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 16:13:00,200,FRC3,33,33,760,760,1,False,10.762642918836454,106.6827364596283,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Gần,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),485.88800000000003,185.328
833,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 16:13:00,100,FRC3,33,33,760,760,1,False,10.7619261906941,106.68302613820323,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Gần,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),496.91200000000003,218.352
834,Từ Ngã Sáu Cộng Hòa đến An Dương Vương,2025-07-19 16:13:00,0,FRC3,33,33,760,760,1,False,10.761156760056346,106.68331581677815,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),513.4480000000001,251.37600000000003
835,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 16:13:00,700,FRC2,35,35,454,454,1,False,10.755556817425111,106.68578400873503,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Xa,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),629.2,490.8
836,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 16:13:00,600,FRC2,35,35,454,454,1,False,10.756358876280022,106.6853232069683,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Xa,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),607.1519999999999,457.77600000000007
837,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 16:13:00,500,FRC2,35,35,454,454,1,False,10.757138847709548,106.684944289696,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Trung bình,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),590.616,424.752
838,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 16:13:00,400,FRC2,35,35,454,454,1,False,10.757963133528543,106.68463303622572,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Trung bình,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),574.08,387.6
839,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 16:13:00,300,FRC2,35,35,454,454,1,False,10.758623446871004,106.68435335919212,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Trung bình,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),563.056,358.704
840,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 16:13:00,200,FRC6,27,27,628,628,1,False,10.759478749919925,106.68406917123804,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Gần,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),546.52,321.552
841,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 16:13:00,100,FRC2,35,35,454,454,1,False,10.760311892549737,106.68371280856688,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Gần,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),529.984,284.4
842,Từ Cầu Nguyễn Văn Cừ đến An Dương Vương,2025-07-19 16:13:00,0,FRC2,35,35,454,454,1,False,10.761189348756318,106.68340155509297,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),518.96,247.24800000000002
843,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 16:13:00,1000,FRC4,29,29,198,198,1,False,10.757533515349062,106.67414436746735,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Xa,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),78.0,404.1120000000001
844,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 16:13:00,900,FRC4,29,29,198,198,1,False,10.757824186413304,106.67502060044893,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Xa,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),122.096,391.72800000000007
845,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 16:13:00,800,FRC4,29,29,198,198,1,False,10.758126036834728,106.67584372840122,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Xa,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),160.68,379.344
846,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 16:13:00,700,FRC4,29,29,198,198,1,False,10.758483785091158,106.67667444278729,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Xa,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),199.264,366.96
847,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 16:13:00,600,FRC4,29,29,198,198,1,False,10.758740916389923,106.67733446243443,0.09,10.0,21.2,Patchy rain nearby,0,16,2025-07-19,Xa,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),226.824,354.57599999999996
848,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 16:13:00,500,FRC4,19,28,305,207,0.9919,False,10.759121023128003,106.67817276325134,0.09,10.0,21.2,Patchy rain nearby,98,16,2025-07-19,Trung bình,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),270.91999999999996,338.064
849,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 16:13:00,400,FRC4,19,28,305,207,0.9919,False,10.759445231432741,106.6790186505005,0.09,10.0,21.2,Patchy rain nearby,98,16,2025-07-19,Trung bình,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),309.504,325.67999999999995
850,Từ Vòng Xoay Trần Phú đến ĐHSP,2025-07-19 16:13:00,300,FRC4,19,28,305,207,0.9919,False,10.759784345493584,106.67986453775157,0.09,10.0,21.2,Patchy rain nearby,98,16,2025-07-19,Trung bình,16:00 - 17:00,Có mưa rải rác gần đó,Mưa nhẹ (0 - 2.5),Gió mạnh (> 20),Trung bình (6 - 10),348.088,309.168
